longitude;latitude;Clase_SOM;Phosphate;Iron;Bottom light;Nitrate;Dissolved oxygen;pH;Salinity;Silicate;Temperature;PAR;Organic matter;Chlorophyll-a;Phytoplankton;Bottom utilized oxygen;Primary productivity ;Asp_bat;East_bat;River influence;Benthic current velocity;Runoff;Wind;Land distance;Mean_bat;Nort_bat;Rdmv_bat;Slop_bat;Stde_bat;Surf_bat;Substrate hardness;Particle size;Euphotic layer depth;Light attenuation coefficient;IBMR
916000.5;1286297.5;4;1.9808104;0.000714;26.2050781;21.8564816;63.412693;7.9933333;32.4606209;49.0307503;17.0469036;37.8633804;12.5336256;0.1940231;0.7987261;6.1061282;0.0084779;169.5894928;0.1806996;0.9676434;0.1605646;0.0004192;0.3722943;0.0837936;0;-0.9835383;0.4833837;1.323366;135.3538971;272;40.4713669;5.3989906;41.7465706;0.0270458;0.1095142
916000.5;1281836.5;4;2.2120047;0.0007347;10.1182842;27.7831516;77.4143906;7.992907;33.6543427;46.3841286;13.7379217;37.971199;12.1477432;0.1210301;0.6119435;6.1120334;0.0065651;192.7453003;-0.2206172;0.9762051;0.1496447;0.0003028;0.4000442;0.0902861;-56.5999985;-0.9753605;-0.0028302;2.7627079;286.4266968;-59;40.9701347;5.3948975;41.8805504;0.0342492;0.12558
920461.5;1281836.5;4;1.7533146;0.0006469;5.9849362;22.9406719;86.2235489;7.9951234;33.5606232;42.9775391;14.8099594;38.3204918;11.571125;0.1907101;0.7475933;6.1079688;0.0178884;212.0373993;-0.530472;0.981445;0.1660396;0.0003784;0.4083012;0.090424;-44.6666718;-0.8477025;0.1977201;2.437463;262.8286133;123;43.8028564;5.4667492;38.2206573;0.413761;0.1697323
916000.5;1277375.5;12;2.9879405;0.0006462;4.20E-06;39.0228539;25.9739895;7.991827;34.6416855;70.0614319;7.5366454;38.2804375;10.994277;0.0320487;0.0848297;6.1079869;2.68E-05;239.6741943;-0.8631684;0.9799259;0.1023841;0.000264;0.4277941;0.1096959;-137.8000031;-0.5049163;-0.6268956;4.0972581;234.6260071;-576;42.4688225;4.5708179;42.1090698;0.0487748;0.1204359
920461.5;1277375.5;8;2.4444265;0.0005901;1.53E-05;31.7896309;32.9375114;7.9919767;34.806179;38.0967903;11.6654329;38.1861038;11.2080145;0.1058801;0.2577302;6.1254654;9.82E-05;247.7731934;-0.9256938;0.9841846;0.1267763;0.0003057;0.4269154;0.0963321;-101.5714035;-0.3782738;0.0837932;2.0868659;206.8704987;-43;47.4146919;4.7161756;39.8797951;0.1437632;0.1822787
924922.5;1277375.5;4;1.4850931;0.0007073;3.4422963;19.2874088;116.4109879;7.9939003;33.3266602;24.6654549;19.1168709;38.309742;11.2030954;0.202738;0.8989993;6.1113062;0.008471;213.8679047;-0.5572799;0.9820085;0.1750958;0.0003668;0.4251174;0.081423;-0.7142857;-0.8303247;0.0611451;0.7171845;76.4436569;15;47.2057343;5.4729023;38.2352562;0.4981427;0.2174669
920461.5;1272914.5;8;2.2588241;0.0006161;0.4236459;28.5212021;35.5935593;7.9917612;34.5846214;26.3804379;13.9192734;38.0651894;10.2748194;0.0918295;0.300591;6.1279883;0.0015506;276.9967957;-0.9925531;0.9822761;0.1470561;0.0002516;0.4639983;0.0843521;-142.4286041;0.1218133;0.0142616;1.422877;187.5343018;-134;47.0486298;5.4451656;38.7053833;0.3784364;0.1632664
924922.5;1272914.5;4;1.4487972;0.0005812;2.3237829;16.6742077;112.3668365;7.9920816;33.328701;16.2185783;19.9497566;37.9091568;12.1233177;0.1780729;0.8451796;6.1323986;0.0082105;237.3777008;-0.842243;0.9813096;0.1623977;0.0002954;0.469479;0.0719851;-42.3333282;-0.5390981;0.021419;1.0271471;71.1976929;-37;46.6053467;5.4631739;37.5282249;0.4705116;0.243734
929383.5;1272914.5;4;1.3032869;0.0005599;3.9372361;13.4379034;171.1215973;7.9913082;32.3805351;8.6224022;24.2440414;38.0657005;10.1867027;0.2811758;1.3543028;6.089345;0.008907;255.6678009;-0.9688769;0.9811994;0.1904264;0.0003763;0.4641529;0.0728828;0;-0.247543;-0.1120283;1.205941;98.4783478;5;47.5605736;5.4745269;37.2287979;0.8769099;0.2473551
920461.5;1268453.5;4;2.4752603;0.0006582;0.5823754;30.9769611;30.6525307;7.9907298;34.4199104;36.8058701;12.779047;38.0232048;10.7999258;0.0453591;0.2215892;6.075923;0.0021017;258.1010132;-0.9785128;0.971329;0.1469435;0.0002516;0.5010812;0.1014335;-90;-0.2061863;-0.6369863;0.9185694;58.4533997;-183;42.8392258;5.4247193;40.2221603;0.3092903;0.1374373
924922.5;1268453.5;4;1.4179693;0.0005791;2.5790911;15.907464;121.8489685;7.9913158;33.1254768;18.6454182;20.3534145;37.77285;15.2503681;0.1844026;0.9126657;6.0787354;0.0093074;271.1690979;-0.9997918;0.9704228;0.1684765;0.0002954;0.5147266;0.0831207;-64.625;0.0204039;0.1363032;0.7080021;57.9222298;-39;43.5723763;5.4626379;39.16745;0.3821298;0.1912534
929383.5;1268453.5;4;0.5788615;0.0005215;4.4973741;3.9503465;194.2041626;7.9922113;32.090477;4.2707238;26.3615074;37.4679947;11.9045801;0.2947456;1.463683;6.0614562;0.0150883;234.6526031;-0.8156592;0.9643775;0.1852767;0.0003181;0.4993789;0.0711985;0;-0.5785326;-0.1359127;1.1235681;99.6638794;-31;47.0294075;5.4631739;37.631443;0.3748124;0.2590152
933844.5;1268453.5;4;0.8637693;0.0007435;11.718915;9.8547297;182.6069489;7.991447;32.3461876;6.5019493;23.5317326;37.454483;9.9486427;0.341513;1.4283639;6.0579348;0.0193904;210.0756989;-0.5011442;0.9745533;0.188707;0.0004248;0.5407082;0.0549465;0;-0.8653638;0.0713542;1.172156;110.6713028;67;48.4502602;5.4720254;36.7405205;1.2882549;0.2706289
924922.5;1263992.5;4;1.8287529;0.0005105;1.2067605;21.9312687;90.4039078;7.9906807;33.9509239;25.1397457;16.956192;37.6607666;13.5030222;0.2204466;0.7823309;6.0385418;0.0055874;282.4500122;-0.9764845;0.9564058;0.1772843;0.0002954;0.5599742;0.0912284;-64;0.2155873;0.0404624;0.3797238;53.3157692;-57;36.4058304;5.4418087;39.023468;0.3080746;0.1561776
929383.5;1263992.5;4;1.0719523;0.0004427;3.9400892;11.1589861;144.7006378;7.9921141;33.3536682;5.7919359;22.3986034;37.3782234;12.3792191;0.3507006;1.2838572;6.0436974;0.0097954;263.0997009;-0.9927567;0.9600399;0.2048106;0.0003181;0.5446135;0.0723645;-19.6666698;-0.1201424;-0.1385281;0.5076953;44.1084518;-41;46.7580719;5.4617724;37.4046745;0.3459379;0.1990841
933844.5;1263992.5;4;0.7935297;0.0006637;16.5918159;7.2135668;170.7610779;7.9929719;32.4601555;5.2555156;24.4505806;37.2091217;12.0664263;0.3376396;1.5014923;6.046783;0.0147669;237.3079987;-0.8415863;0.9694186;0.1877417;0.0003409;0.5292529;0.0610746;0;-0.5401227;-0.1388889;0.1277918;37.9605103;-14;47.1133347;5.4469919;35.9558907;0.3685987;0.2485355
924922.5;1259531.5;4;2.1573274;0.0004449;0.0983387;26.735033;66.5983734;7.9897251;34.6427879;30.9921074;14.2408085;37.4972572;12.8886929;0.2496786;0.6786252;6.0022554;0.0027361;262.4151917;-0.9912505;0.9449757;0.1863588;0.0002937;0.5902909;0.0970947;-41.6666718;-0.1319942;-0.1835358;0.6201918;75.497612;-87;36.5748978;5.1678519;39.0398712;0.1921938;0.1348643
929383.5;1259531.5;4;1.4185909;0.0003721;3.6214452;16.19524;110.2997513;7.9901509;34.3161469;6.8061304;19.65168;37.3239899;12.1379089;0.3919044;1.1556646;6.1094403;0.0061668;293.2632141;-0.9187003;0.9660182;0.2235485;0.0003183;0.5726314;0.0853804;-28.625;0.3949553;0.0754049;0.7477783;70.2512207;-10;40.6172523;5.4640446;37.0894012;0.0872079;0.1732639
933844.5;1259531.5;3;1.1169902;0.000626;18.3847351;11.4261608;151.8637238;7.991169;33.2598572;6.5948296;22.6188431;37.1191025;11.3687849;0.3525618;1.2651943;6.0681176;0.0137444;335.9244995;-0.4079402;0.972668;0.1966339;0.0003614;0.5763961;0.0749171;0;0.9130087;0.1591241;0.413155;48.0558014;35;47.2502899;5.474256;37.7852211;0.281537;0.2204079
924922.5;1255070.5;4;1.9104407;0.0003995;0.837279;22.9985027;96.2694778;7.9885464;34.3995552;32.3507118;16.2982979;37.2683907;13.3409739;0.2312268;0.7613242;5.9584637;0.0059657;270;-1;0.9412415;0.1972999;0.000291;0.6116491;0.1036192;-37.1666718;0;-0.4608637;1.328863;87.4936523;-151;36.3034134;5.4265676;40.5874252;0.0514762;0.1181541
929383.5;1255070.5;4;1.4137384;0.0004003;3.3136454;17.9507561;107.2185974;7.9890199;34.2694511;9.2039776;21.240591;36.8615875;12.2273521;0.3260028;1.2620516;6.0903153;0.0057289;272.7036133;-0.9988869;0.9547028;0.2005374;0.0003062;0.5583669;0.0873989;-24.625;0.0471694;0.4883603;1.156871;79.5879135;96;37.6592064;5.4734077;37.5059471;0.0978031;0.1750378
924922.5;1250609.5;4;1.6932536;0.0003628;1.5145215;19.7240124;122.5567017;7.9881229;34.1788025;33.8901711;18.1157551;36.9313393;14.5514278;0.2095891;0.8245354;5.9519277;0.0088795;253.1197052;-0.9569134;0.9390787;0.2064469;0.0002883;0.6330073;0.0992634;-57.1666718;-0.2903735;-0.2139208;0.9728397;97.3574371;-113;35.9161339;5.3685002;42.5934219;0.0221264;0.1031787
929383.5;1250609.5;4;1.4269406;0.0004987;2.6435516;18.1791363;130.8683929;7.9887486;34.1007195;11.819663;19.3801556;36.6200867;12.3045206;0.2614826;1.0846845;6.0845246;0.0078722;230.8464966;-0.7754573;0.94251;0.2023274;0.0003446;0.5591572;0.0866836;-51.5;-0.6314;0.3582375;1.047302;85.8356018;42;37.0867653;5.4705467;39.3227615;0.0719909;0.1471888
933844.5;1250609.5;4;1.2619209;0.000625;14.9201441;15.3070564;122.9867401;7.9854703;32.9556313;6.8003845;22.3062439;36.2233276;13.0738087;0.3136375;1.1154317;6.0727262;0.0123499;155.5867004;0.4133163;0.9603518;0.1916091;0.0003495;0.5830064;0.0846426;0;-0.9105875;-0.0586081;0.4971004;53.0105896;-9;42.0690308;5.4752393;36.9503326;0.1485055;0.1368612
938305.5;1250609.5;4;0.9743133;0.0007514;24.4507351;14.9747314;145.2939301;7.9867954;32.8953629;6.5947351;23.1875477;35.9453049;11.4439087;0.3355692;0.9843063;5.9991012;0.0148849;237.2005005;-0.8405711;0.9694698;0.1908712;0.0004092;0.5978677;0.0795812;0;-0.5417012;0.143949;0.4296626;55.4386101;25;44.2956352;5.474402;37.4813156;0.2181557;0.2340768
924922.5;1246148.5;4;2.1591609;0.0005253;0.7727153;27.0764408;71.0146408;7.9877925;34.4750214;39.5892067;14.412466;36.6788673;13.6526556;0.1146767;0.4395252;5.947;0.0045307;246.0272064;-0.9137383;0.9248618;0.1743279;0.0002856;0.6757237;0.0961922;-74.1999969;-0.4063032;-0.4386474;0.9046423;69.0257874;-165;36.4772072;5.3542171;42.4330559;5.77E-05;0.0913805
929383.5;1246148.5;4;1.475451;0.0004654;2.7914686;17.3957062;103.4087296;7.9890542;34.2730103;12.6007128;19.8781414;36.2261658;13.3420038;0.1938948;0.7520216;5.947;0.007706;228.3542023;-0.7472666;0.9289425;0.2224491;0.0003192;0.6256946;0.0793515;-64.625;-0.6645244;0.0609903;0.6207731;58.6833382;-52;36.600544;5.4457908;39.2832756;0.0001703;0.1044624
933844.5;1246148.5;4;1.284438;0.0005921;10.2082052;14.8120327;119.2032242;7.9897265;33.6105957;9.6971903;20.8348045;35.9314575;12.8147869;0.2496026;1.0177648;5.9360271;0.0096188;181.5737;-0.0274622;0.9451392;0.2133738;0.0003528;0.5970237;0.0704984;-37;-0.9996228;-0.184;0.584491;43.5073395;-60;42.3518562;5.4621272;38.690155;0.0191767;0.1226915
938305.5;1246148.5;4;1.0946163;0.0007127;17.1965466;12.207571;135.3601837;7.9896417;32.9730911;7.0781946;21.8494473;35.8398857;12.8493404;0.2991263;1.2683846;5.9109454;0.0116349;228.8654938;-0.753167;0.9618002;0.2054053;0.0003864;0.5683528;0.0719151;-23.25;-0.6578294;-0.1014286;0.673447;55.827301;-41;45.981102;5.4741926;38.0645332;0.0624754;0.1642791
942766.5;1246148.5;4;0.9933468;0.0008033;24.9727077;15.6423244;158.0957794;7.9869485;33.0095787;6.2649803;23.958952;35.8303795;11.0213995;0.3054639;1.1312991;5.8828373;0.0098366;259.5567932;-0.983435;0.9703904;0.17901;0.0004804;0.5479656;0.0554998;0;-0.1812611;0.1131095;1.2484601;141.2261047;97;45.657692;5.4747415;39.2299385;0.2822345;0.2245405
929383.5;1241687.5;4;2.2216523;0.0006746;0.1132817;29.1306648;21.3482628;7.988142;34.8833885;21.127449;13.9511127;36.3925018;11.9083176;0.0541976;0.1390216;5.947;0.0003739;215.1806946;-0.576157;0.9284068;0.1735059;0.0003194;0.6610701;0.095119;-96.8571396;-0.8173391;0.1226296;0.2395977;37.4220314;-83;36.29039;5.0091343;41.4359512;0.0137913;0.0927111
933844.5;1241687.5;4;2.0053811;0.0005474;0.4177369;25.9527569;42.2878532;7.9888897;34.8576317;15.0422382;15.1286602;36.0958366;12.2289553;0.1741645;0.4430883;5.9361019;0.000761;186.8253021;-0.118843;0.9388826;0.1888193;0.000356;0.6250583;0.0833007;-83.2222214;-0.9929131;0.0723514;0.4187053;28.6114902;-77;34.9420166;5.3089404;40.6979523;0.0376674;0.1083338
938305.5;1241687.5;4;1.7318213;0.0004704;2.5761318;21.892519;69.3210526;7.9890046;34.618679;9.4176474;16.8215504;35.9534874;13.0775375;0.2817499;0.7754468;5.9111915;0.0023514;214.4127045;-0.5651494;0.9547994;0.2023555;0.0003926;0.5786996;0.079533;-56.7777786;-0.8249885;-0.0991693;0.741277;59.914341;-78;45.6545258;5.4722438;40.1626587;0.080518;0.1412981
942766.5;1241687.5;4;1.0498775;0.0007474;17.8773594;11.5442066;139.7703857;7.9890776;32.8684845;6.9911871;22.1797123;35.8627396;13.6738758;0.3028936;1.3116388;5.8953109;0.0124746;262.0621033;-0.9904184;0.9693811;0.203463;0.0004292;0.5463582;0.077131;0;-0.1380994;-0.176261;1.893936;154.4918976;-43;46.4876518;5.4722438;39.8214111;0.1078353;0.1831574
947227.5;1241687.5;4;0.9151528;0.0008392;26.8939095;11.328331;181.5210571;7.9860139;32.64328;6.6227984;25.3606339;36.0712852;9.2112274;0.3134939;1.2825989;5.6602483;0.0134859;253.8155975;-0.9603695;0.9736996;0.1726923;0.0004569;0.545478;0.0330186;0;-0.2787302;0.5563549;2.3770859;157.110199;339;44.6924744;5.4737921;39.204689;0.350899;0.2186553
929383.5;1237226.5;4;2.4540033;0.0006845;0.0009147;31.7252007;11.7228117;7.9872303;34.873951;28.733717;12.5761261;36.5588379;11.4973898;0.0296235;0.0728367;5.947;3.70E-05;210.335495;-0.5050631;0.9224191;0.1750096;0.0003035;0.6919549;0.1108864;-105;-0.8630825;-0.44;0.2510767;20.9475498;-127;37.2497139;4.5899177;42.1094551;0.0274123;0.0819768
933844.5;1237226.5;4;2.2237742;0.0006143;0.0053028;28.8443356;26.2601471;7.9880528;34.9044304;21.2492619;13.8177881;36.2602158;11.0808001;0.101967;0.249145;5.9361768;0.0002122;178.7938995;0.0210481;0.9298943;0.1738186;0.0003593;0.6536478;0.0961031;-107.875;-0.9997784;-0.092803;0.3050516;23.5713692;-114;36.7968178;4.7203245;41.3726349;0.0561581;0.0959683
938305.5;1237226.5;4;1.9239825;0.0005805;1.9931511;24.8297997;49.1571312;7.9883676;34.7048454;14.0950975;15.6546297;36.0670891;13.0611649;0.1747584;0.4892754;5.911437;0.0016833;203.9624939;-0.4061385;0.940818;0.174562;0.0003989;0.6153408;0.0871508;-99.1111069;-0.9138115;-0.1788889;0.4426525;29.7636795;-117;38.8425598;5.4698625;40.8672485;0.0985607;0.1131215
942766.5;1237226.5;4;1.1372554;0.0008013;17.865221;12.8795481;130.5716553;7.9885678;32.8948021;9.2529716;21.6577263;35.9439735;13.5150757;0.2506859;1.1761603;5.8956656;0.0122259;249.3715057;-0.9358844;0.9514503;0.1888468;0.0004385;0.5770337;0.0814438;0;-0.3523074;-0.1726602;2.2268751;159.6452942;-78;42.95998;5.4752393;40.5450668;0.1255923;0.1269005
947227.5;1237226.5;4;0.6526029;0.0008576;30.7500229;7.8538365;175.2073822;7.9864869;32.2871323;5.9943562;25.3083477;36.2248917;11.2358284;0.3032821;1.5283846;5.71526;0.018677;229.8365936;-0.7642079;0.9682419;0.1862753;0.0004733;0.5346127;0.037153;0;-0.64497;0.3579243;2.072258;154.5563965;220;42.9898911;5.474484;36.1897736;0.2740158;0.1461885
933844.5;1232765.5;4;2.4203172;0.0006861;0.0006093;31.3772564;12.8797293;7.9864769;34.8990479;27.493763;12.6980152;36.6332855;11.3273535;0.0299103;0.0717553;5.9364614;2.46E-05;155.3764038;0.4166547;0.9214484;0.1592332;0.0003013;0.7065244;0.1085646;-141;-0.9090648;0.2428571;0.3390228;26.7581806;-124;37.3263359;4.6968317;42.0923004;0.0560418;0.0866914
938305.5;1232765.5;4;2.0976253;0.0007056;2.0014234;27.4863338;30.9016418;7.9871206;34.7253571;18.8772507;14.6490202;36.4830704;12.1540852;0.0638479;0.2114508;5.9123731;0.0013776;197.7763977;-0.3053032;0.9295233;0.1456887;0.0003864;0.6682142;0.0941761;-133.1110992;-0.9522552;-0.0932914;0.4416386;31.1891899;-143;40.3466759;5.4139514;41.6188126;0.0968398;0.0963294
942766.5;1232765.5;4;1.2219619;0.0008598;18.0044079;14.1744375;121.6458054;7.9875312;32.9054451;11.588582;21.1643257;36.3873062;13.4547825;0.1963598;1.0397124;5.8970165;0.0120589;246.552597;-0.9174255;0.9435295;0.1736473;0.0004279;0.6299041;0.0850034;-54.5555611;-0.3979076;-0.1570407;1.6494859;122.0382996;-118;39.3546677;5.4712315;41.3169632;0.1228486;0.1071193
947227.5;1232765.5;4;0.3827562;0.0010079;33.3549728;1.416954;208.6094055;7.9896021;31.1614876;4.604301;27.4081764;36.4540253;9.7199411;0.3233733;1.8335729;5.723249;0.0222976;223.2263947;-0.6848826;0.9606581;0.2002024;0.0004694;0.591594;0.0422614;-5.75;-0.7286534;0.195442;1.2466789;107.6740036;65;45.2454987;5.4400868;36.6546516;0.2113719;0.1226488
951688.5;1232765.5;4;0.7006207;0.0008186;24.8407974;6.214633;152.976532;7.9859276;32.1677856;5.5823669;25.3246555;36.1130791;8.6835241;0.3347739;1.7165366;5.2436929;0.0149797;136.2946014;0.6909506;0.9713868;0.1707012;0.0005109;0.5004196;0.0306954;0;-0.7229019;-0.1097328;0.8037635;76.8777466;10;43.3351402;4.9620786;35.6326218;0.4372299;0.1616425
956149.5;1232765.5;4;0.9369818;0.0008462;24.1449108;10.0941172;160.052124;7.9839783;32.555397;7.9371958;23.8081932;35.824852;8.1683931;0.3276225;1.2616627;4.6216326;0.0184563;209.6768036;-0.4951064;0.9767261;0.1504429;0.0005173;0.4732872;0.0292718;0;-0.8688323;-0.1350619;1.004954;96.7172928;-8;43.3002815;4.9576387;36.6013718;0.7327517;0.2273198
960610.5;1232765.5;4;0.7941221;0.0008652;25.4379559;12.5897379;159.644165;7.9849029;32.6057091;8.2428131;24.1461391;35.9738274;9.8462257;0.3185002;1.3353897;4.198946;0.016361;245.7024994;-0.9114215;0.9727635;0.1572166;0.0006257;0.4917165;0.0292535;0;-0.4114741;-0.1408972;2.2848239;184.9199066;47;43.5361366;5.4745617;38.0425339;1.0722531;0.2075329
965071.5;1232765.5;4;1.0033733;0.0009119;28.2070255;10.6831617;182.3581848;7.986527;32.7555046;13.6980591;24.8150578;36.408493;8.5541859;0.3023945;1.2935183;4.3031974;0.0192321;242.2720947;-0.8851668;0.9747163;0.1562658;0.0005941;0.4809968;0.0292534;0;-0.4652738;0.5592334;3.215471;197.9505005;522;44.6137276;5.4744129;38.1963882;1.3689904;0.1866347
933844.5;1228304.5;4;2.5767212;0.0006953;1.31E-05;33.4366379;10.5537825;7.9848514;34.8415947;35.531189;11.6260757;37.0202713;11.3791809;0.0154913;0.0387435;5.9367599;7.00E-07;178.6520996;0.023523;0.9191796;0.1542408;0.0002575;0.7594009;0.1210034;-166.8000031;-0.9997233;-0.1382716;0.2729565;29.2533798;-178;38.2230988;4.7973046;42.4110527;0.054685;0.0721262
938305.5;1228304.5;4;2.2483857;0.000711;1.1615731;29.3832359;20.7761803;7.9858332;34.7917442;22.7950153;13.8760834;36.9192085;11.6359968;0.0377349;0.1238825;5.9133544;0.0007811;199.8493958;-0.3395485;0.9274602;0.1408932;0.000299;0.7210877;0.1011618;-158.625;-0.9405885;-0.2916667;0.4112799;29.1716404;-184;40.9936714;5.2625237;41.9834328;0.0938015;0.0853304
942766.5;1228304.5;4;1.6270235;0.0007513;10.4539766;20.1974297;81.8967438;7.9864593;33.7480011;14.9866934;18.1626415;36.8547821;13.2280188;0.1528128;0.6964905;5.8984332;0.0070209;246.4375;-0.9166243;0.9414593;0.1531607;0.0003405;0.6827744;0.0885129;-107.6667023;-0.3997498;-0.1271605;1.260662;85.8318787;-142;37.9244576;5.427238;41.545845;0.1187382;0.0920431
947227.5;1228304.5;4;1.0308008;0.0007894;19.3677101;11.3806705;140.5710144;7.9866672;32.7475891;7.490016;22.2768612;36.3275566;14.8008547;0.2639336;1.2474358;5.7437854;0.0130063;232.3722992;-0.7919948;0.9498286;0.1647776;0.0004257;0.6444612;0.0490361;-54.4444389;-0.6105278;0.2518519;1.043673;75.0719833;6;42.7762833;5.4752393;36.9084892;0.1409454;0.1059513
951688.5;1228304.5;4;1.0237386;0.000704;16.0992813;12.7369452;119.1940689;7.9875054;33.1730385;6.3689852;23.1431866;36.346344;8.0041389;0.3086002;1.3049117;5.3809991;0.010871;152.5576935;0.4608551;0.9610484;0.1476608;0.0004814;0.606148;0.0352289;-20.4444408;-0.8874754;0.0794753;0.6095156;43.4539604;-9;43.4435539;4.9620786;34.6785164;0.3706232;0.1322087
956149.5;1228304.5;4;0.994777;0.0007662;19.776371;10.7233429;145.3900146;7.9871688;32.7396927;6.8322887;22.5777817;35.7797813;11.7732592;0.3041506;1.3528509;4.4234691;0.01328;166.8069;0.2282342;0.9723477;0.1580834;0.0004918;0.5616629;0.0292534;-30.1111107;-0.9736063;-0.0907549;0.5555978;40.7906418;-42;41.7069931;5.4752393;34.9698067;1.093586;0.1675257
960610.5;1228304.5;4;0.8315009;0.0008359;23.2636852;8.245779;162.1481018;7.9871688;32.3311539;6.2594805;23.8545513;35.7797813;11.6686497;0.3109142;1.4851983;4.4234691;0.015739;242.2651062;-0.8851102;0.961792;0.1607615;0.0005022;0.4465723;0.0292534;0;-0.4653814;-0.2128713;2.3544791;187.3303986;-52;42.1694298;5.4752393;33.7746277;1.093586;0.1485178
965071.5;1228304.5;4;0.7999481;0.0007938;25.1346169;10.5074854;178.0017395;7.9848199;32.0223694;12.6458721;25.8560467;36.2118759;9.2384186;0.3055029;1.5201143;4.2412205;0.0172079;240.4340973;-0.8697891;0.9691883;0.1580397;0.0005753;0.4229036;0.0292535;0;-0.4934238;0.0742574;2.1655829;207.0066071;217;41.7886658;5.4750738;36.6562767;1.2785944;0.1746622
938305.5;1223843.5;4;2.3958774;0.0006992;0.2005623;31.1716194;11.81215;7.9836793;34.8646812;26.5892944;13.136385;37.1566925;11.8197594;0.0237358;0.0634937;5.9132309;0.0001432;214.5225983;-0.566731;0.9273825;0.1395375;0.0002553;0.7739611;0.107181;-186.1428986;-0.8239029;-0.1984963;0.3370487;26.9996204;-205;35.9550819;4.7656336;42.2863655;0.0601069;0.0748359
942766.5;1223843.5;4;2.0778501;0.0006188;1.8050295;26.8958664;37.7443657;7.9841557;34.7094078;18.5365906;14.8026295;37.0606613;12.9314699;0.1108056;0.3237292;5.8619442;0.0012869;243.0198059;-0.8911631;0.9357284;0.1319189;0.0002968;0.7356448;0.0892237;-148.1110992;-0.453683;-0.1106538;0.9905807;69.7430878;-175;36.5928307;5.3825941;41.6654396;0.0773212;0.0825666
947227.5;1223843.5;4;1.7714988;0.0005404;3.3441906;22.7691975;62.8107033;7.9865489;34.5600967;10.7891855;16.4128571;36.8349724;14.744895;0.1960148;0.5776919;5.7459235;0.0023923;220.7205048;-0.65237;0.9399531;0.1246026;0.0003383;0.6973285;0.0613247;-102.1110992;-0.7579007;0.1548464;1.003805;67.0960236;-73;39.2377205;5.4752393;40.5445976;0.0503815;0.0893773
951688.5;1223843.5;4;1.7336923;0.000509;3.381315;22.0714703;67.9618073;7.9865394;34.5480194;10.0636425;16.7346706;36.6187325;14.8531666;0.2384325;0.6873776;5.3308244;0.0026153;169.9804993;0.1739838;0.9468402;0.1242413;0.000411;0.6590122;0.0473992;-80.2222214;-0.9847485;0.1402258;0.9225315;60.8180809;-54;43.8344727;5.4752393;39.3468094;0.1321542;0.0981836
956149.5;1223843.5;4;1.6958858;0.0004776;3.4184391;21.373745;73.1129074;7.9862185;34.5359421;9.3380995;17.0564842;36.305275;14.2676287;0.2808502;0.7970633;4.6071453;0.0028383;168.7758026;0.1946481;0.9567793;0.12388;0.0004663;0.5505686;0.0482402;-88.6666565;-0.9808732;0.0562015;0.8410982;54.6422691;-79;39.253933;5.4752393;38.2943993;0.5545383;0.1058104
960610.5;1223843.5;4;1.1227503;0.0007175;16.2509727;12.6717272;132.0770569;7.9865355;33.0835266;7.3068228;21.5552158;36.1176109;13.4477167;0.3020849;1.2561401;4.4012842;0.0114177;237.2680054;-0.8412085;0.950906;0.1432942;0.0004864;0.4952864;0.0489408;-25.7777805;-0.5407108;-0.146287;1.730211;126.6436996;-84;37.3627014;5.4752393;37.5387383;0.6750792;0.0986064
965071.5;1223843.5;4;0.8297374;0.0007521;21.6215019;9.5214491;156.9981842;7.9874449;32.2883453;11.5083685;24.1100864;36.2466125;11.6289015;0.2921095;1.3683412;4.4086123;0.0140348;246.4579926;-0.9167674;0.9594167;0.1475165;0.0005483;0.4093746;0.029258;0;-0.3994215;0.184434;2.5301969;170.1269989;172;39.0107765;5.4750633;37.3754272;0.7872027;0.0995076
938305.5;1219382.5;4;2.5379086;0.0006926;0.0002181;32.6679535;7.4792094;7.9813867;34.8583412;31.5312004;12.2715702;37.3625069;11.4116802;0.0149939;0.0395325;5.912931;6.40E-06;233.7751007;-0.8067031;0.920368;0.1466133;0.0002116;0.8268346;0.1130462;-199.75;-0.5909569;-0.6008065;0.342245;24.2009792;-237;37.0577698;4.5637026;42.4283066;0.0215252;0.0666632
942766.5;1219382.5;4;2.3127823;0.0006328;0.0019626;29.9895573;20.3574123;7.9820552;34.8871422;24.0053272;13.3696127;37.1986198;11.6485443;0.0673485;0.163372;5.8262024;5.73E-05;248.002594;-0.9272007;0.9264233;0.1326866;0.0002531;0.7885152;0.089446;-173.8571014;-0.3745648;-0.0496515;0.5228158;49.5477486;-182;36.3215981;4.7010627;41.8508224;0.0375192;0.0730793
947227.5;1219382.5;4;2.0959523;0.0005746;0.0036936;27.4027214;32.8468628;7.9836941;34.9146194;16.7721519;14.4311686;37.1114082;13.4395895;0.118738;0.2851931;5.5961795;0.0001122;200.1959076;-0.3452311;0.9348092;0.1191809;0.0003361;0.7501957;0.064743;-146.375;-0.9385177;0.0358333;0.6276736;51.8843384;-141;36.8842239;4.7698669;40.8835526;0.0616244;0.079769
